onca,caseiro,notícia,comment_text
1,1,1,ela pensou que éle estava invadindo o território dela
2,1,1,As onças estão em proliferação ? Onde vc viu isso ? É um dos animais mais ameaçados de extinção ! E se ocorrer mais ataques é pq o ser humano invade cada vez mais o habitat do animal é deixa eles sem lugar !
1,1,1,"Falou tudo, a tendência vai ser essa com certeza!!!"
1,1,1,Se invadir sua &quot;propriedade&quot; vc não vai reagir  ?
1,1,1,Deep web jazin
2,1,1,Isso aí é o homem invadindo a casa dos animais. Cada um no seu quadrado floresta não é o habitar do ser humano.
1,1,1,"Agora basta saber se é verdade pq só temos relato de alguém que chegou lá e diase que foi onça enquanto nao houver investigação ninguém pode dizer nada e outra quem mora em sitio fazenda em regioes de mata ta sujeito a onça , cobra , malaria etc"
1,1,1,"bom tem sangue e tem as pegadas da onça, oque vai sair dai é oque a pericia vai dizer, mas la no pantanal é complicado se locomover etc, duvido que alguem vá lá fazer pericia ou que o local seja preservado."
0,1,1,Aí é um bicho perigoso né ligando os cara mata eles caem em cima querendo prender querendo mudar e quando ela mata alguém não faz nada
0,1,1,"Se devorou a pessoa tem que capturar a onça,se não pode virar um devorador de homens,como leopardos e tigres na Índia"
1,1,1,"E se não capturar o animal em específico é até ruim pra espécie,pq a população se revolta e querendo fazer justiça mata um monte de onça"
2,1,1,para de falar besteira. Todo dia uma onça é morta gratuitamente por seres humanos mas raramente se tem noticias de uma onça atacando pessoas.
1,1,1,QI 83 alguém obrigou vc a morar na mata?
0,1,1,Com certeza!!! É chumbo pesado!!!
1,1,1,@sergiobrito2532  kkkkk
1,1,1,"@@sergiobrito2532 Relaxa baby, está falando por vc eh!!.. Nem todo o homem é frouxo, embora o Bostil esteja quase cheio...💩"
1,1,1,"Bruno, toma um rocutan. Vai no dermatologista"
1,1,1,meche com isso nao!
1,1,1,Tu acha que o cara que foi morto vai ficar levando a câmera? O cara que morreu tava sozinho.
1,1,1,Tem câmeras na casa
1,1,1,@@RaimundoNeto1826 presta atenção no que o rapaz fala no vídeo.
1,1,1,"​@@zenobiomido5348Mas não tem vídeo de ataque. O cara que gravou o vídeo, ele trabalha lá. E quando ele chegou no local, ele deparou com isso."
1,0,1,"O irmão dele, Reginaldo Ávila, fala ao Campo Grande News, que o Sr. Jorge não tinha medo, elas iam no quintal dele. Ele dizia que elas não fariam mal a ele. 😢😢😢😢😢"
0,0,1,"E quem foi à pousada, conta que ele assistia à TV na área telada, e elas no quintal. <br>O pensamento dessas pessoas é que onça não ataca humanos. 😢<br>Meu pai morou quase 7 décadas no Pantanal, ia ao rio, à noite, só com uma lanterna. 😢<br>Graças a Deus, veio pra cidade. Que angústia meus pais morarem a 50m do rio Negro. 😢<br>Deus me livre. Só de lembrar que eu ia com ele e um senhor &quot;correr&quot; os anzóis tarde da noite. 😢 Eu tinha uns 13 anos.  Que falta de juízo deles. 😢 <br>Hoje não vou ao rio à noite nem que me paguem bem."
1,1,1,"O BIÓLOGO DE APARTAMENTO VAI DIZER QUE É MENTIRA, PORQUE NUNCA FILMARAM ONÇAS ATACANDO HUMANOS. E ALÉM DISSO OS HUMANOS NÃO ESTÃO NA CADEIA ALIMENTAR DESSE ANIMAL."
1,1,1,"Biologo henrique nunca disse que ataques não acontecem, ele apenas fala que não somos presas naturais da onça, vc consegue entender essa diferença? É mais fácil humano matar onça do que onça matar humano."
1,1,1,​@@thiago_021 tão raro q tem outras notícias de casos parecidos com confirmação até de perícia. Mas dar uma procurada na net q vai ver outros casos já investigados
1,1,1,"Sem juízo, há milhares de caseiros no Brasil a fora q correm esse mesmo risco."
1,1,1,Encontrei com o biólogo Henrique perto da minha casa no dia comum curtindo a praia no Dentinho e inclusive soube que ele é vizinho.
1,1,1,Os dois melhores biólogos da internet!<br>Os dois são diretos e entendem que a selva é selvagem!!!
1,1,1,"Tive o prazer de encontrar Richard aqui na cidade. Pensa em um cara tranquilo, humilde, que transmite uma paz absurda.  Um dia ainda terei o prazer de encontrar também o Biólogo Henrique."
1,1,1,"Realmente, 2 caras em cima duma moto são mais perigosos que 1 onça e a quantidade desse tipo de praga é enorme no Brasil."
1,1,2,É muito bom ouvir especialistas e não curiosos. É outro nível.
1,1,1,O respeito entre os dois foi lindo de ser um respeitando o tempo do outro falar sem querer passar por cima do outro ou querer ser melhor do que o outro. Isso é ser profissional e humano. Parabéns 👏🏻👏🏻👏🏻 Sou fã dos dois.
1,1,2,"Richard Rasmussen e Biólogo Henrique... top. Os caras sabem muito. Show de entrevista, Vilela."
1,1,1,"QUando eu era moleque lá no Goiás eu aprendi que para atravessar uma mata que tem onça, basta amarrar um pedaço de pau na ponta de um cipó de uns 10 metros e aravessar a mata arrastando esse pedaço de pau, se tiver onça, ela não ataca de frente e não ataca com algo vindo atrás dela."
1,1,2,"Muito prazeroso escutar esses caras, muito ensinamento no nosso idioma mesmo, sem coisas muito técnicas, principalmente o Richard"
1,1,1,O que a onça acostuma não é o sabor da carne humana e sim a facilidade da predação!
1,1,2,"A cara, o conhecimento é o MELHOR CONTEUDO que um programa pode ter!!!"
1,1,1,"Jutai so sertao de Pernambuco! Por volta de 2010, uma onça sussuarana que pesava aproximadamente uns 70 kilos, matou e comeu as partes das pernas e seios de uma adolescente de 13 anos que esperava o ônibus escolar, como de costume na zona rural, o ponto do ônibus fica distante das casas que ficam dentro das propriedades e os pontos nas estradas centrais. Era meio dia, acharam o corpo no outro dia, escondido entre pequenas pedras e galhos. Fizeram uma caçada e mataram a onça, um tio da vítima chegou a ser preso pelo fato de matar o animal, foi grande a revolta da população. Jutai é parte do município de lagoa Grande ou Santa Maria da Boa Vista."
1,1,1,O vácuo na piadinha dos caras numa moto deixa claro: Cada um no seu quadrado.
1,1,1,"Faltou o Vilela explorar mais qdo o biólogo fala que provavelmente a onça que abateu seu Jorge foi morta. Inclusive,  ela atacou uma das pessoas que estava procurando o caseiro. Ninguém  fala mais dele, ela feriu-o no braço e alguém, no vídeo, fala que a polícia deu uns tiros para afugentá-la."
1,1,1,Gostaria de ter ouvido  a versão do Richard sobre a teoria de a onça não ser a mesma do ataque.
1,1,1,"Richard estava indo em uma raciocínio, falando sobre o ataque  da onça,  Henrique começa colocando história e beliscada de política no meio, essa é a diferença  de um biólogo de apartamento e outro q vai a campo."
1,1,1,A onça morreu na hora que encontraram o corpo dele . Se ela estava na toca e atacou os policiais com fuzil na mão . É simples fazer a conta.
1,1,1,"Fui contar minha ideia pros meus amigos e todo mundo riu, mas eu amo criar vídeos para o YouTube. Sei que ninguém aposta em mim, e é justamente isso que me dá ainda mais motivação. Sucesso pra todo mundo que leu até aqui: sonhe e acredite!~lll"
1,1,1,"Quando eu disse exatamente isso dito nesse vídeo, no dia que aconteceu, eu levei &quot;paulada&quot; pra caramba! Mas é bom saber que eu estava certo!"
2,2,1,"É um animal incrível da nossa fauna, infelizmente o caso que aconteceu foi uma situação triste. Esses animais precisam de proteção ainda bem que temos biólogos como eles para esclarecer sobre o assunto.<br>Que Deus conforte a família do Sr Jorge."
1,1,1,Que reunião incrível! Duas fera juntos!!!
2,1,1,"Meu pai serviu por 10 anos na Amazônia,  no cigs,  nunca encontrou uma onça de frente, elas sempre fugiam antes, só achava o rastro."
1,1,1,No dia em que mostram a onça que foi capitura eu também achei que não era a mesma que tinha atacado o Sr Jorge !
1,1,1,É muito importante termos( a oportunidade )de termos biólogos podendo nos dar informações.
1,1,1,"Resumindo ,se correr ela pega. Se subir na árvore ela sobe ,se inventar de entrar no rio ela entra e nada. Lascou é rezar e já era."
0,1,1,A onça não é mesma  mesmo porque tenho uma conhecido que tem fazenda lá perto do ataque da onça  !! E falou que onça que atacou o cara ainda está viva e esta na região
1,1,1,"Mancada, nao fica falando essas coisas"
1,1,1,"Cai de paraquedas, que gostoso ouvir, pessoas que realmente entende do assunto... Esses 15min passaram como se fosse 3. Maravilhoso"
1,1,1,Como que faz para o pernilongo entrar em extinção?🤔
1,1,1,Óbvio que os indígenas iriam eliminar as onças que rondavam as suas ocas...Não tenham. duvidas...isso  não é romantizar...isso é questão de sobrevivência...
1,1,1,"Estratégia bem interessante! É muito prazeroso conhecer essas sabedorias populares, mesmo que eu jamais vá utilizá-las. É como se fosse resgate de conhecimentos que podem ser esquecidos por se tornarem menos necessários à medida do tempo, principalmente com a evolução da tecnologia."
1,1,2,"Nada melhor que ouvir os dois melhores especialistas, pessoas educadas, inteligentes respeitando o tempo e a interpretação um do outro. Vocês deveriam fazer mais vídeos juntos, hoje em dia com esse bando de curiosos e os tais “influencers”, a internet está cheia de muita bobagem e desinformação. Parabéns pelo vídeo!!"
1,1,1,"O Richard acompanho desde os tempos da Record. Admiro ele e o Leandro  Silveira, o maior especialista em onças do mundo. O cara é sensacional."
1,1,1,Tivesse como deixar o Richard  falar... era bom.
1,1,1,"Vocês 2 poderiam fazer um trabalho de campo juntos, em algum parque ou ecossistema, algo realmente prático, seria muito legal."
1,1,2,"Adoro esses conteúdos que tem relevância, é muito satisfatório visto que os podcast estão lotados de famosos com o Qi negativo."
1,1,1,Acho bom dms quando esses dois mestres se juntam pra ensinar é aulas e aulas sobre biologia
1,1,1,"Aqui em Nova Ipixuna-PA, meu vizinho m0rreu há dez dias, ele era caseiro de uma terra a poucos kms da cidade, tinha uma onça que ficava nas redondezas, ele via ela o tempo todo, um dia ele foi até o pier soltar o barco e foi atacado pelas costas, ele nem viu como m0rreu. A onça levou ele para a toca e se alimentou dele, aqui nessa região isso é bem comum, não foi a primeira vez que aconteceu."
1,1,1,@@lfkneipe você estava procurando esse comentário pra poder criticar também né
1,1,1,"Estava trabalhando perto de 2000 na região de Iperó como vigia e na ronda me fiquei de cara com uma onça-parda, gritei e corri para um lado, ela correu para o outro."
1,1,1,Kkkkkk como vai andar em uma mata com um pedaço de pau amarrado a corda.<br>.vai enroscar pra todo lado... Girico
0,0,1,"Esse caso do Jorge Ávalos foi assustador, desde as imagens que mostravam que a onça rondava a casa meses antes do ataque e o mais assustador foi o vídeo que o cunhado dele fez ironizando que a &quot;onça iria comer o Jorge&quot; uma semana antes do ataque( outras fontes dizem que foi horas antes mas não sei qual é verdadeira)<br><br>Esse caso foi um pouco semelhante ao caso do Timothy Treadwell o &quot;Homem Urso&quot; que filmava os animais quase diariamente e sempre falando da possibilidade de ser devorado pelos ursos e isso de fato aconteceu em 2003"
1,1,1,"né, o kratos tomou conta do assunto! kkkkkkkkkkk atrás do pc dele tem uma jungleeee"
1,1,1,"é tenso, o brasileiro no geral é bem ignorante no quesito de ciência e biolôgia, isso é bem desanimador kkkkkk"
1,1,1,"Ouvi um comentário de um especialista que estava cuidando da onça capturada, que ela estava debilitada... achei estranho 🤔"
1,1,1,@wagnerlima-137wf ???? Os caras são biólogos.  Vc é louco?
1,1,1,"@@joaohenriquebezerrabezerra5630 hoje os 2 são de apartamento, antes os 2 foram de campo, chore"
1,1,1,Gado de biólogo e foda
1,1,1,Deixa o Richard falar!!!!! Porra
1,1,1,Richard não falou nada e explicou melhor 😂😂😂
1,1,1,O RICHARD   E  O  MELHOR  ....
1,1,2,Dois caras sérios que realmente passam informação e conhecimento para o povo.
1,1,1,"Continue assistindo a este episódio clicando aqui: <a href=""https://www.youtube.com/live/53NlgEDoI3o?si=686rEU3w0Z81IouO&amp;t=924"">https://www.youtube.com/live/53NlgEDoI3o?si=686rEU3w0Z81IouO&amp;t=924</a>"
1,1,1,"Esse “ biólogo “ Henrique pura teoria , sem a prática Rsrs<br>Richard , “ muita teoria e muita prática !” Ele não deixou o Richard concluir nenhum raciocínio . Vi o Richard muito coeso e inteligente , tendo propriedade sobre o assunto . Teoria de apartamento x Faculdade bem feita + muita Prática ! “ kaakaka<br>Richard <br>Vc é o melhor do Brasil<br>Top 10 do Mundo."
1,1,2,"Uma grande entrevista parabéns encontro de peso,dois grandes biólogos, conhece .fazem grande trabalho assisto os dois sempre ."
1,1,1,"Henrique é um biólogo de apartamento <br>O Richard coloca a mão na massa, está em contato com os animais <br>Não coloquei os dois no mesmo patamar, por favor"
1,1,1,Tem rir mesmo o entrevistador com dúvida se a onça tem vantagens físicas sobre o ser humano.
1,1,1,Eu nao entendi… o titulo do video era pra falar da onça e pareceu que eu estava assistindo ao Jurassic Park…
1,1,1,O Richard cagou pra piadinha 😂
1,1,1,"Moço, eu prefiro sem sombras de dúvida encontrar com uma onça do que dois caras numa moto"
1,1,1,Kkkkkkkkk 2 caras em cima da moto no RJ são mais perigosos que uma onça!!! Muito bom!!! Pura verdade!!!
1,1,1,Nossa!!<br>Kkk Deve ser muiti difícil entender que a selva é selvagem 😊k
1,1,1,"Geral fica indignado do Richard ser Playboy, e conseguir viajar o mundo fazendo exploração e pesquisas , enquanto os críticos teorizam o Richard vive."
1,1,1,"Boa! E se ela chegar, grite mais alto quanto puder"
1,1,2,Nossa que massa !!! Juntar os dois biólogos foi de mestre hem? Parabéns 👏🏻
1,1,1,Eu acho  que foi abatida na hora que  atacou eles...só que os cara abafaram o caso
1,1,2,É tão bom ouvir uma conversa de qualidade
1,1,1,o que leva um adulto a meter uma tatoo do kratos na cara?
1,1,1,@@lfkneipTu precisa de terapia urgente!
1,1,1,"Sim, esse Richard vai pro mato de verdade; não fica só em casa gravando 😅"
1,1,1,"Eu queria entender uma coisa, a câmeras filmou a onça andando no local, e a morte do senhor a câmera não pegou em nenhum momento?"
1,1,1,O Henrique acabou atravessando a conversa
1,1,1,"Pra vocês que não tem noção da força da onça, pega um gato com fome joga um pedaço de carne e segura ele vc vai ver a força agora é só multiplicar por 1000"
1,1,1,Levou paulada hein!!!!
1,1,1,O conselho fos especialistas entao é se em caso de trombar com uma onça e ela vier na sua direção é pra eu correr em direção a ela levantando os braços? 😂😂😂 coe cara
1,1,1,Que emocionante 🐂
1,1,1,Coisa do outro mundo 😂
0,1,1,Pois é  um absurdo  se fose um bandido nem seria preso🤔
1,1,1,Bingo! 😅
0,1,1,"Era só  o que faltava! Já, já seremos responsabilizados pela extinção dos Dinossauros! Tem hora que parece que o mundo foi criado para os animais, sendo que a nós, seres humanos, sobraria o papel de alimento e, com muita sorte, de Pet! E para quê ter cidades, escolas, hospitais, universidades, lavouras, fábricas e etc.? Aliás, o mundo poderia ser uma grande floresta..."
1,1,1,Duas feras! Nossos biólogos ❤
1,1,1,"​​@@edvaniosantana9587 falaram no começo do video, ai ele tá repetindo pra pagar de inteligente kkkkkkkkkkkk"
1,1,1,"Cara, meu deus, o quê está virando a internet?! Ou melhor, os comentários de internet... Tava demorando para aparecer aqui um comentário exatamente desse tipo, &quot;juíz&quot; comportamental de podcast... Simplesmente o assunto, o tema, que se danem.. Estou aqui para observar se fulano e/ou beltrano são passíveis de críticas... - Parabéns A e B, vcs se comportaram exatamente como eu gostaria... - É lindo de ver.. - Vcs são ótimos... 🤦🏻‍♂️🤦🏻‍♂️<br>Aí me pergunto: e se tivessem sido extremamente bagunçados, falando por cima do outro, mas o assunto, o tema, se tornasse extremamente interessante?? Podcast foram criados para serem mais informais mesmo... Pra ser bem espontâneo... Cada um tem um jeito de ser... Quem tiver essa curiosidade, passa nos comentários do Ticaraticast, do Bola e Carioca, só pra ver a quantidade de gente nque vai exclusivamente nos comentários pra julgar o carioca.. Xingar o cara, criticar o cara, porque ele, no podcast DELE, se comporta inadequadamente de acordo com o seu julgamento.... Enfim, esse é o novo mundo no qual estamos nos aprofundando... E cá estou, sendo &quot;juíz&quot; de comentários alheios ... 🤷🏻‍♂️"
2,1,1,OS HUMANOS TEM Q DEIXAR É OS ANIMAIS EM PAZ! PARAR DE INVADIR O HABITATE D3LES PQ DEUS CRIOU O MUNDO PRA TODOS E TODOS TEM O DIREITO A VIDA . OS HUMANOS ACHAM Q SÓ  ELES TEM O DIREITO DE VIVER NESSE MUNDO .
0,1,1,"Aqui na minha cidade tinha uma onça e um velho desafortunado. A onça estava magra e com certeza passando fome, o velho certamente parecia uma presa fácil. A onça arrancou a cabeça dele e o comeu.<br><br>Encontraram apenas os dedos do pé."
2,1,1,"Mas é a vdd amigo, o ser humano é destruidor por natureza, tem prazer nisso, é bem complicado falar sobre, mas é a vdd. O ser humano não tá destruindo o habitat dos animais, está destruindo o planeta todo kk"
1,1,1,Há um boato grande na região de que mataram uma das onças ao resgatar o corpo.
1,1,1,Desfocou o assunto em diversas vezes.
1,1,1,"A seva é alimento deixado pra atrair algum animal, no caso, uma onça sevada é uma onça que é tratada por alguém"
1,1,1,Barriga vazia
1,1,1,Oloco! Este cara não deixa o outro falar!
1,1,1,"Com o final da guerra do Viatnã , os tigres encontravam muitos cadáveres de soldados mortos ,e acostumaram com a carne humana, com o final da guerra os felinos continuaram predando humanos, atacando aldeias, e desviando das armadilhas ao redor das aldeias."
1,0,1,"@gabrielipa3496  eu tô falando da semelhança na questão de filmar ursos( inclusive dizem que o urso que matou ele estava nas filmagens) e a onça( ou as onças) que mataram o Jorge apareceram nas câmeras de segurança meses antes do ataque <br><br>E principalmente na questão da previsão, o Timothy falava quase sempre nas filmagens da possibilidade de ser comido por ursos, e no caso do Jorge o cunhado dele falou que &quot;a onça vai comer o Jorge&quot; uma semana antes do ataque<br><br>Essas são as semelhanças na minha opinião"
1,1,1,"Não corro  nem de cachorro! Não adianta nada, enfrenta e intimida."
1,1,2,"Show de bola, irmão ! 👍🏻"
1,1,1,É que a piada foi ruim mesmo... Hahhahahaahhqahahaahahahhahqhqhqqh
1,1,1,Eu adoro os dois biólogo mais querido do Brasil
1,1,1,"Poisé, mas quando a onça ataca, a comoção nacional faz parecer que esses indivíduos mencionados nunca existiram, ou fizeram algo pra alguém!"
0,1,1,"Aqui na zona rural de Manaus, BR174. Onças ja mataram crianças e homens adultos, mas nessas situações apenas rasgaram o peito do homem coração exposto e as crianças tiveram o estômago rasgado apenas. Não comeu nada.obs: onças diferentes, pois a distância e o intervalo de tempo seria impossível ser a mesma."
1,1,1,"A formação do Richard é tardia e veio sob muita pressão da comunidade da biologia... Biologia de campo, não mata animal pra exibir em TV 😂"
1,1,1,Como o Vilela é limitado. 😂😂😂
1,1,1,"​@@ruvlimaé lógico, ele não quer problemas.. De bobo o vilela não tem nada kkkk"
1,1,1,Esse cenário do inteligente Ltda é muito f0d4 as luzes as cores me dá um mix de sensações
1,1,1,"“Se correr o bicho pega, se ficar o bicho come” 😂<br><br>Mas pelo pouco de entendimento, o levantar dos braços, fazer uma sinalização de garras, dará um “sinal” ao animal que você é um predador, pelo fato de mostrar o enfrentamento também… acredito que foi essa ideia!"
1,1,1,"Correr sempre é a pior opção. Se enfrentar, você ainda tem alguma chance de intimidá-la, mas se correr, já era, ela vai te ver como presa - e você não conseguirá correr mais do que ela."
1,1,1,"Se fosse a mesma onça que comeu aquele senhor ,pelo fato de ser pega tão rapidamente ela ainda estaria com marcas de sangue na cara"
1,1,2,"Pra esses tiro o chapéu, os dois melhores expert no assunto. Parabéns pelo encontro👍"
1,1,2,Sensacional a capacidade de absorver conhecimento com esses dois!
1,1,1,"Pois é kkkk,um animal selvagem,equipado naturalmente para predar,traiçoeira,que chance um ser humano desarmado tem contra um bicho destes,kkk"
1,1,1,"Claro,o outro biólogo,o Henrique, praticamente não deixou o Richard falar."
1,1,1,"Li comentários de pessoas que vivem lá falando isso. Faz sentido, pois uma das onças atacou um socorrista. Eles não iriam deixar barato. Acho que mataram uma e capturaram a outra. Por isso tinham tanta certeza que se &quot;tratava&quot; da onça. 2 machos, um morreu e o outro foi pego."
1,1,1,"Esses 02 entendem de bichos, mas infelizmente moramos em uma pais que os que entendem mesmo da sua profissão são descartados para a grande mídia. Apenas pelo motivo de não apoiarem a patota e agendas esquerdistas"
1,1,1,Nunca que vou acreditar que isso foi um ataque de onça. Até que em algum dia  aparecer resultado comprobante.
1,1,1,Viva na mata com elas e outros animais. Será bem feliz!
1,1,1,Sim tem Imagens do Ataque! Porém a Família não Vai divulgar! Aumentaria o sofrimento....😢
1,1,1,"Não estou falando de mostrar, estou falando se falaram que a câmera pegou o acontecido era isso que queria saber e não que jogasse no aplicativo para ver."
1,1,1,"Quem sabe de verdade são aqueles quê vive o dia dia nesses lugares, principalmente os índios..."
1,1,0,"Vcs dao palco para Biologo henrique gente ,esse cara não entende nada de bicho, maior cara aparecido q tem"
1,1,0,Meu Deus... Esse Henrique  é sábio  de boca calada!
1,1,1,Ele é biólogo. Estuou e certamente sabe do que está falando. E você... você é oq mesmo??
1,1,1,Quem tem que dominar sobre a natureza é o homem.
1,1,1,Um salve do SANA-RJ mestre Henrique!!
0,1,1,"Tá maluco, sou de Rondônia cresci ouvindo e vendo histórias sobre pessoas que foram devoradas por onças isso sempre aconteceu porém com a internet isso tá começando a chegar no &quot; Brasilsão&quot; .."
1,1,1,Grande Richard. Muita vivência e pesquisa de campo. Esse não é mais um especialista em sobrevivência de YouTube e cadeira gamer.
1,1,2,"Tive o prazer de encontrar Richard aqui na cidade. Pensa em um cara tranquilo, humilde, que transmite uma paz absurda.  Um dia ainda terei o prazer de encontrar também o Biólogo Henrique."
1,1,1,"oque eu estou observando nesta entrevista e quê, toda vez quê  o Richard está concluindo o assunto esse  Henrique entra no assunto e não deicha o verdadeiro profissional dar uma aula pra ele aprender um pouco,ai o Richard com sua humildade e educação fica em silêncio, se esse Henrique fosse mais educado e humildade ,ele teria mais seguidores em seu canal,ele e pura arrogância!"
1,1,1,Richard e melhor professor de todos biólogo de verdade raiz ja morou no Mato
0,1,1,"Não é comum pq não damos bobeira, quero ver se vc ficar indefeso em uma floresta e der de cara com uma onça se ela vai te predar ou não só pq tu é humano, é muita conversa fiada em dizer que uma onça não preda humanos"
1,1,1,Verdade!
1,1,1,Eu vi o leão empalhado que matou mais de 20 pessoas na África nós anos 70.
1,1,1,@@Welbio comentário besta ein
1,1,2,Excelente vídeo! 👏🏻👏🏻👏🏻
1,1,1,@InteligenciaRevolucionaria  se vc assistiu o vídeo notou que toda vez que o Richard ia falar algo interessante o outro biólogo interrompia...
0,1,1,Nesse caso ela estaria rondando a casa onde o jorge estava...
1,1,1,"&quot;Richard foi acusado por pescadores do Amazonas de lhes ter pago cem reais para abater uma fêmea prenha de boto rosa durante uma gravação, para forjar uma denúncia de abate daqueles animais, as imagens foram ao ar no programa dominical televisivo Fantástico em julho de 2014.&quot;"
1,1,0,"Eles ficam elocubrando,  viajando e não respondem por que seu Jorge foi morto !"
1,0,1,Alimentou a onça e a onça foi atrás de alimento.
1,1,1,"Esse Rasmussen é um dos caras mais mentirosos do Brasil, ele nunca tem os vídeos para comprovar, sempre acontece algum problema hahahahaha"
1,1,1,Se fosse seu pai na situação do caseiro queria ver falar isso
1,1,1,Seu nome parece mais de bot​@@Knelpz
0,1,1,Ainda acho o índio de iPhone com mais razão.  Escreveu não leu.....pau
1,1,1,Explica &quot;cada um no seu quadrado &quot;
1,1,1,A terra inteira é quadrado para o ser humano...Deus ordenou ao ser humano o domínio sobre a natureza kkk
1,1,2,Parabéns biólogo Henrique e Richard.<br>Gosto muito de vocês dois.<br>Bastante conhecimento em um vídeo muito explicativo 👏👏👏👏
1,1,1,meu pai fez uma expedicao de kayak ao rio miranda recentemente e relatou que la havia uma area que usavam pra alimentar as oncas para turistas tirarem fotos e foi bem aonde as oncas comiam que eles acamparam inclusive fizeram peixes e carnes so deixaram os restos cujo quais nao estavam na manha seguinte mas ngm se machucou ou saiu ferido gracas a deus de manha m frente as barracas so haviam rastros e pegadas
1,1,2,"Antes eu não gostava do Biólogo Henrique, mas depois desse podcast mudei de opinião 👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾"
1,1,2,"Isso que é entrevista, os dois especialistas top. um respeitando o tempo do outro. e sabem o que estão falando..."
1,1,1,Henrique é biólogo na teoria<br>Richard   é biólogo na prática<br>Kkkkkkkk
1,1,1,ela te falou?
1,1,1,"O homem pérde para o mosquito da dengue  , não vai perder pra onça  😊😊😊<br>Perdi 4 colegas de trabalho comidos pôr onça no município de Vilhena no estado de Rondônia  , 😊😊😊"
1,1,1,"Especialista igual do INSS e os velhos roubados, kkkkkkkkkkkkkkkk."
1,1,1,2 caras que são feras no assunto.<br>E traduzindo o assunto o homem e o câncer do planeta acaba com os animais acaba com a natureza
1,1,1,"Nesse angu tem caroço, tem muito mistério nesse caso, com certeza o Richard tem imagens da onça, aí ele fala que talvez tenha e se tem as imagens são de má qualidade 😏  era só comparar pra saber se é a mesma onça do ataque"
1,1,1,​@@Senhormeupastornadafaltará-q4k e precisa tá no mato pra saber?
1,1,1,"@@kinggohan026 o Henrique já trabalhou em fiscalização, noutro podcast ele falou dos flagrantes que deu em traficantes de aves"
1,1,1,@@Andersoncapixabaexatamente.
1,1,1,"cada um fala o que têm vontade  fé falar,quem não quer falar não entra no assunto, Biólogo bom é  aquele quê vai a campo e mostra as coisas na íntegra, assim fica mais fácil da gente entender o conteúdo do assunto  a set tratado,Richard e o melhor, e mais humilde!"
1,1,2,"Richard, nota dez,excelente profissional, o melhor quê apareceu até agora!"
1,1,1,"Esse tipo de fato é difícil de guardar. O cara conta em casa, esposa conta para parentes e por aí vai..."
1,1,0,"Falaram falaram e não disseram nada 😅, sou mais o da aldeia pra dá aula pra esses dois 😅😅😅"
1,1,1,Resumindo se for o dia do cara não tem jeito vai vira marmita a morte vem no dia certo se tiver o livramento é pq não era o dia
1,1,1,ele não se interessou por esse assunto
1,1,1,​@@etsu10etsu não tem registro dele alimentando a onça mas aparentemente no pesqueiro que ele trabalhava ela era cevada por turistas e guias
0,1,1,"Aqui na bahia houve um ataque no inicio do ano em Cafarnaum, Proximo de morro do chapéu"
1,1,1,"​@@Jeferson-p6ptem a onça do cerrado, mas ela é bem menor em quantidade que a do Pantanal, por isso ninguém fala nada."
1,0,1,nao tem semelhança nenhuma esse cara vivia com os ursos praticamente kkkk
1,1,1,"​@@xkirathxpior q o bicho é inteligente msm, nem deixou o  Richard falar kkkkkkkkk"
1,1,1,Quem lembra do &quot; Kelvin&quot; da like
1,1,1,"sabe, atrás do pc do kratos tem uma selva"
1,1,1,Não confundir quem é assim é o Vilela.
1,1,1,Kkkkkkk
1,1,1,O que é onça sevada?
2,1,1,​@@DAVI-LDI Ainda prefiro a onça
1,1,1,"Esse biólogo Henrique é um chiliqueiro de internet. Arrogante ao extremo que vive menosprezando outros que também frazem o mesmo que ele na internet, que nada mais é que reagir aos vídeos de outros. Arrota o tempo todo seu diploma para justificar sua arrogância. Recordo-me da bela resposta que o Bruno do canal INDOMÁVEIS que deu uma bela de uma resposta a esse Henrique. Quanto ao Rasmussen é um cara bacana, comedido e respeitador."
0,1,1,Parem de enfatizar! Esse animal já vinha espreitando esse homem a tempo
0,1,1,"Só temos que agradecer aos povos indígenas.. imagina você andar pela rua e se deparar com animais ferozes. Biólogos só sabem romantizar animais selvagens, entre um animal selvagem ou a minha espécie, eu fico com a minha espécie!"
2,1,1,"Concordo com você elas sempre fogem da gente, também sou militar, servi na Amazônia. Agora se alguém acostumar ela com comida ela perde o medo!!!"
1,1,1,"Adoraria assistir, mas esse cara que nunca deve ter saído de Macaé querer trocar experiências com o RIchard e pior, não deixa ninguém falar. Só ele acha que sabe tudo, arrogância de biologia de foto. Certamente vai querer falar de leão (que só deve ter visto no zoo do Rio... Dá não.<br>Quando for só o Richard eu assisto."
1,1,1,Eram três onças brigando no vídeos onde o Jorge ainda estava vivo .
1,1,1,Muito legal ver os dois juntos!❤
0,1,1,"se até um cachorro pega uma pessoa fácil, imagine uma onça velha mas experiente"
0,1,1,1 MILHÃO DE ONÇAS ATÉ MAIS NÃO VALE A VIDA DE UM SER HUMANO.
