onca,caseiro,notícia,comment_text
1,1,1,As autoridades foram avisadas que tinha uma onça rondando o local mais ninguém fez nada esperaram morrer absurdo
1,1,1,"A anos atrás : CUIDADO LAZARO BARBOSA ESTÁ A SOLTA AINDA! ELE NÃO FOI APRENDENDO!.<br><br>Atualmente : ATENÇÃO!!! CUIDADO!  ONÇAS ATACARAM PESSOAS MAS SÓ UMA FOI DETIDA, TOMEM CUIDADO QUANDO FOR TOMAR BANHO SE NÃO A ONÇA VAI SAIR DO PANTANAL E PARAR DENTRO DO PANTANO DO SEU 😏"
0,1,1,É nessas horas que eu sentir falta daquela loira lá do Piauí que deu um tiro na onça e matou
0,1,1,"Podem discordar a vontade, sou mais uma 12 com cartuchos  com rolemãs e uma cabeça  do bicho esbagaçada do que a minha , o resto é  bla  bla  bla e conversa fiada."
1,1,1,Fato
1,2,1,Tadinho 😢deve ter sofrido muito !Deus conforte os familiares e amigos ..
0,1,1,A onça é mais protegida do que o ser humano.Esse é o nosso país.
1,1,1,"Já ouvi história que ao invés delas correr, elas sempre vão em direção ao barulho"
1,1,1,Temos que tomar cuidado com as coisas que falamos por que uma hora essas coisas que falamos pode acontecer!😮😮
1,1,0,"Esse biólogo já está perdendo a credibilidade, só traz especulação, e fofoca, enquanto poderia ter acesso às informações na íntegra e transmitir corretamente,  pessoas que não são biólogos estão trazendo informações melhores."
1,2,1,"Eu tbm penso assim,  ele parecia ser muito gentil n só com os humanos ❤"
0,1,1,"Na Canadá, mata ou animal savagem que tinha gosto de sangue.. e acabou."
1,1,1,"Nesse caso sim, essa frase faz sentido"
0,1,1,Sim teriam que matar ou retirado elas da areia mas o proprietário  do pesqueiro nao fez nada
1,1,1,"Se o caseiro estivesse armado, agora ele estaria vivo."
1,2,1,Eu fiquei  muito  triste  com a morte do seu George  quê  deus de odescance  e conforte  os familiares 😪💔
2,1,1,"As onças jacarés e outros bichos moram nas,matas o homem invade pra distruir.."
1,1,1,"Se o IBAMA pegar alguém matando uma onça, tá fudido resto da sua vida"
1,1,1,"É vdd, se tivesse cachorros, teriam avisado 😮e ele teria se salvado"
0,1,1,Onças neste local vão ser mortas de monte kkkk quando a poeira baixar todas que chegarem no terreiro vai virar tapete. Pode crer
1,1,1,"Acho que as imagens não vazem, mais a população precisa saber o que aconteceu na realidade, se ele alimentava ou não?<br>O que o povo precisa saber é a verdade"
1,1,1,Prefiro que um humano morra do que um animal
1,1,1,"Uma coisa é matar a onça pra fugir do ataque , outra coisa é matar por esporte."
1,1,1,Extinto selvagem
1,1,1,Por que a Polícia Ambiental não capturou a onça antes dela retornar ao mesmo lugar onde deixou os rastros? Quanta incompetência. Precisou um ser humano ser devorado para tomar a iniciativa.
0,0,1,"É estratégia da onça, observar e marcar o território. <br>A onça já vinha sondando o rancho já há dias, e estava na espreita do caseiro. <br>O ataque era só questão de oportunidade. <br>O caseiro infelizmente vacilou, estava muito tranquilo e despreocupado com as pegadas de duas onças rodeando o local."
1,0,1,"Bom, falo por mim, se eu morasse ou passasse um tempo nesses locais de mato, só sairia com minha espingarda ou arma de porte capaz de abater um animal desses. Acho que houve imprudência!"
1,1,1,Como é casairo na mata o cara não tem nem uma arma
0,1,1,Tenho muito medo de animais selvagens
1,1,1,Com tanto facistas soltos e armados corremos risco de morte! Sem armas!
2,1,1,"Eu moro dentro do Parque Estadual da Serra do Mar e já vi na estrada que dá acesso a minha chácara duas onças pardas...uma em 2017 por volta das <a href=""https://www.youtube.com/watch?v=CUf1T3dPFj4&amp;t=930"">15:30</a> e a outra em 2020 por volta das <a href=""https://www.youtube.com/watch?v=CUf1T3dPFj4&amp;t=960"">16:00</a>...como bióloga e por conta própria sem vínculo com instituição faço o registro do aparecimento delas e de outros mamíferos carnívoros como meio de observação do território deles. Mas duas vezes que avistei estava dentro do carro e respeitei as normas de segurança para preservar a minha  vida  e do animal. É assim que devemos ser.. conviver com  os animais silvestres sempre respeitando seu habitat."
1,1,1,"A escassez de presa natural, o desmatamento, a falta de cuidado com nossa Fauna e Flora, infelizmente essa é a conta que vamos pagar"
1,1,1,Uma coisa aprendi quando morava no MT nas fazendas a 20 anos atrás <br>Não ande desarmado jamais
2,1,1,"Essa onça vingou todos as onças que esse humano um dia tirou a vida, a natureza veio cobrar (é aquele velho ditado: um dia da caça outro do caçador)."
1,1,1,Dois gigantes ❤❤
1,1,1,"@@sergiobrito2532 Relaxa baby, está falando por vc eh!!.. Nem todo o homem é frouxo, embora o Bostil esteja quase cheio...💩"
1,2,1,Sinto muito por esse senhor 😢... Mais o ser humano esta invadindo o habitat desses animais e esses animais nao tem medo do ser humano...
1,1,1,"Eu como brasileiro e cidadão comum, exijo uma investigação do fato 100% apurado e comprovado de todas as maneiras.    Está fraquíssima essa investigação.      <br><br><br>Lembre-se, o dono da verdade vive para todo o sempre.     Ele é Justo e não se vende."
1,1,1,Essa onça capturada e magra não deve ser a onça do ataque que estava de barriga cheia.
0,1,1,"Em meados de 2009-2010, um jovem de Cáceres deixou os estudos para ajudar o pai na coleta de iscas (tuvira). Ele ia até o mato e dormia lá, fazendo cevas e armadilhas para capturar as iscas. Armava uma barraca e pernoitava nela. Numa madrugada, uma onça pintada rasgou a barraca dele e o arrastou para fora. Quando encontraram os restos dele, estava bem mutilado. Essas feras são perigosas e traiçoeiras."
1,1,1,"<a href=""https://www.youtube.com/watch?v=IhrECIS2-4Y&amp;t=443"">7:23</a> eu compartilho do mesmo pensamento.  No próprio vídeo dá pra ouvir eles falando dos tiros..."
1,1,0,"É um tanto desrespeitoso analisar dessa forma o ataque com o homem olhando para cima como se tivesse contando as estrelas e por hora parado, com certeza o ataque foi de surpresa sim, talvez ele estaria destraido com algum a fazer ou mesmo caminhando e foi pego Provavelmente  pelas costas, mas a analise foi muito debochada. Logo aparece um idiota ai pra falar que eu tava la e porque nao ajudei o jorge."
1,1,1,"​@@Jeferson-p6ptem a onça do cerrado, mas ela é bem menor em quantidade que a do Pantanal, por isso ninguém fala nada."
1,1,1,Sim
1,1,1,N falaram sobre a onça não ser a mesma que matou sr Jorge!!
1,1,1,Aquele ditado amigo da onça
1,1,1,Lugar de onça não é pra humano
1,2,1,Que tristeza! Deus conforte a família!
1,1,0,Primeiro ela derrubou ele e estourou o crânio p depois levado para um lugar reservado...
1,1,0,Povo querendo aparecer
1,1,1,meu pai fez uma expedicao de kayak ao rio miranda recentemente e relatou que la havia uma area que usavam pra alimentar as oncas para turistas tirarem fotos e foi bem aonde as oncas comiam que eles acamparam inclusive fizeram peixes e carnes so deixaram os restos cujo quais nao estavam na manha seguinte mas ngm se machucou ou saiu ferido gracas a deus de manha m frente as barracas so haviam rastros e pegadas
1,0,1,Sr.Jorge deu bobeira..😢
1,0,1,"O cara brincou, brincou, brincou e acabou devorado. Deixa a 5a série na 5a série, a vida adulta exige seriedade. Se ele tivesse agido e tomado providências, não tinha acabado desse jeito. Força para a família que fica, que terá que lidar com uma perda dessa forma trágica."
1,1,1,Não pode brincar com animais silvestre 😢
1,1,1,Cachorro não se cria aonde tem onças
1,1,1,Pelo amor de Deus 🙏🏽 Onça não é gato 🐈🐈🐈
1,1,1,"Se tiram o alimento delas na natureza, ela precisa caçar pra comer de alguma forma. Mais um motivo porque sou contra a caça. O homem vai lá pega o alimento delas, elas vem e se alimenta do homem . Ciclo da vida. Quem sabe isso sirva de lição para os caçadores. Estou a favor da onça."
2,2,1,"​@@alexsandrocosta2305 também foi, mas havia mais áreas para os bichos viverem. Não dá pra comparar com o que acontece hoje. Cabe ao governo criar estratégias para garantir a segurança dos cidadãos e a preservação dos animais"
1,2,1,Meu Deus em nome do Senhor Jesus Cristo nos proteja porque só o Senhor é o verdadeiro Amigo 🙏
1,1,1,"MG roubou o BaCen da Bahia – Brasil. Na Argentina, também, tem o Estado da Bahia. Jogaram 01 pessoa do 17 andar do prédio dos Federais burros, em BH. Estavam tentando roubar o BaCen de BH. Sem falar nos 12 Trilhões de Reais roubado dos capixabas. Os capixabas disseram que vão matar o ladrão. Tem americano assassinado nas imediações."
0,0,1,"@@MegaLemoslemos mas ele viu que  ela tava rodando muito perto..poderia ter saído do rancho..eu em , essas onças são perigosas.."
1,1,1,"Palavras têm poder !,Pare e pense em tudo que irá dizer."
0,1,1,"Não vão nessa historinhas desses canais de protetores do meio ambiente ou coisa parecida, se encontrar uma onça na sua frente MATE se poder, caso  ela vier pra cima de você, ela não vai ter mesma piedade. <br>Não vá desarmado pra área onde tem onça."
2,1,1,"Ela não deve ficar em cativeiro.  Ela só estava querendo se alimentar.  Se não matassem os javalis, gambas, micos, tatus, tamandoas e outros com caças ilegais, as onças teriam mais alimento na natureza.  Uma tragédia mas foi instinto animal.  Ela merece ser solta em outro lugar onde tem mais chance de se alimentar naturalmente."
0,1,1,Na  minha propidade onça não cria mando mata msmo porque coloca a vida de muitas crianças em risco a pouco tempo um rapaz aqui foi comido pelo tigre tava trabalhando coado foi atacado
1,0,1,"Nunca subestime o animal no seu habitat ele não levou à sério infelizmente o pior aconteceu com ele, onças ou qualquer animal de caça são traiçoeiro e certeiro pra dá o bote no caso da dessa onça estava faminta aí o senhor deu azar na hora do ataque, nunca duvide que se prevenir-se poderia ter evitado a tragédia."
1,1,1,Tem vídeos q mostra esse vídeo ai sem censura
0,0,1,caseiro sem cachorro e sem  espingardas não dá tenque ter no mínimo uma escopeta calibre 12 para alcançar os bichos
1,1,1,As palavras tem poder
2,1,1,Ela estava super magra pro porte. O homem está desmatando o habitat dos animais e ficam sem opção. Ainda bem que resgataram ela pra não a matarem
1,1,1,Meu Deus
0,1,1,Essa onça é criminosa
1,1,1,Há um depoimento em vídeo de uma pessoa do local descrevendo o ataque. <br>Ela diz que viu tudo o que as câmeras gravaram. Só que os vídeos ainda não foram divulgados.
1,1,1,Poxa veyr 😭💔
1,1,1,"Se vc se deparar com um animal desse ligue para o CB ou PM. Bem, se vc sobreviver ao ataque dela, é claro."
0,1,1,"@@mateslareal978 mais se estivesse armado tinha 90% de chance de sobreviver, a onça não é imortal  prá levar vários chumbo."
1,1,1,E isso falou na  escola sobre o Jorge  da onça mn
1,1,1,Isso mesmo tem que entrar com processo em cima deles porque eles defende mais os animais do que os seres humanos.
1,1,1,"E não foi por falta de aviso, que não era amigo da onça e sim verdadeiro."
1,1,2,"Richard Rasmussen e Biólogo Henrique... top. Os caras sabem muito. Show de entrevista, Vilela."
0,1,1,"Só esse país de merda mesmo... O homem não pode matar o animal selvagem mas, esse tipo de animal pode destruir a vida humana."
1,0,1,Nada ver ele quis chegar perto dela ele ja estava alimentando elas faz messe
1,1,1,"Capturaram uma, tem que ser pego as outras duas, sao três onças que iam na casa do caseiro"
1,1,1,"Eu vi o vídeo, a guarda também estava armada.<br>Normal!!!!<br>Não tem como encarar uma onça na mão."
0,1,1,"A onça só tem a floresta pra viver, ou você já viu alguma na Paulista ?<br>Pois é, se o ser humano  queima toda floresta e mata o alimento das onças, pra onde elas vão?  Pras fazendas, infelizmente desgraças como essas vão aumentar."
1,1,1,@@umpoucodehistoria7111claro! Seu imbecil! O único animal que mata por perversidade é o homem!
0,0,1,Meu Deus quanta ignorância como morar num lugar deste se andar armado e mesmo assim o salto destes animais é fatal porque eles sabem os sinais vitais das presas..será que eles ñ vê os vídeos da Savana Africana?
1,1,0,"É muita besteira,  para um vídeo só!"
1,1,1,Por que que você não vai reagir se você achar outro vídeo dele uai
1,1,1,Deveria gria  unos grato cachorros grandes pra espantar a  onça
1,1,1,Tenq vigiar .
2,1,1,"Já comentei em outro vídeo e repito nesse: se ainda existem outras 2 onças lá, melhor deixarem. Lá não tem nenhum assentamento humano, Vila, cidade, Fazenda... Nada!!! Só tem esse pesqueiro. A cidade mais próxima fica a 150 km. Por que então tirar elas de lá? Melhor tirar o pesqueiro de lá, tirar o HOMEM do território dela. Elas não vao preferir andar 150 km pra matar humanos se, no caminhos tá cheio de presas, como javalis, jacarés, capivaras etc.. Mania de achar que os animais são hóspedes dos humanos. Não são. O território é delas. O homem que ocupou lá."
2,1,1,Realmente as queimadas estao trazendo desequilíbrio a natureza. Nunca ouvi que uma onça comesse ser humano.
1,1,1,A onça entrou dent4o
2,1,1,Mata essas onça tudo sem misericórdia
1,1,1,"Acho que vc está coberto de razāo, mas eu penso que o Seu Jorge devia ter nele cheiro de peixe, em suas roupas, apesar de imperceptível pra seres humanos...isso poderia confundir o animal, acho tabém que pode ter sido um animal diferente que os que estavam frequentando o pesqueiro e com os quais o seu Jorge estava acostumado, talvez um animal que nunca estivera ali de fato mas tenha sentido o cheiro...Os felinos são loucos por peixe, basta observar os gatos...no Pantanal cheio de rios imagino que seja a principal fonte de alimentação desses animais. Acho que essa onça magra e velha aproveitou a oportunidade já que as coisas andam bastante difíceis pra ela, que bom que foi capturada e encaminhada...Certamente o Sr Joge as amava e duvido que ele concordasse com o abate de qualquer uma delas."
1,1,1,Bom dia.  O unico que brigou com um feroz foi &#39;davi&quot; que bateu no urso. (Historia de pescador)
1,1,1,Inacreditável mesmo
1,1,2,Parabéns pela reportagem!! Muito bem narrada 👏👏👏
2,0,1,"Esse vídeo me explicou muita coisa, a onça não estava caçando o caseiro como dizem, ela estava atrás de peixe, esse felino estava faminto, provavelmente não tinha Muitos animais pra ela caçar, o caseiro estava no lugar errado na hora errada, onças não caçam humanos elas tem medo do homem, não duvido nada Q as pessoas daquele pesqueiro jogava peixe pras onças, essa onça sabia que ali é um pesqueiro, por isso sempre ia lá atrás de Peixes 😮"
0,1,1,É só mandar ela para o amazonas aqui não se brinca com onça não
0,1,1,Que dizer que o IHP aconselha que caso qualquer cidadão depara-se de frente com uma onça tem que seguir algumas regras como ligar para o corpo de bombeiros ou a policia militar ambiental. Nesse caso o IHP esta de palhaçada já que até essas autoridades chegarem eu já virei a comida da onça e nesse caso e a minha vida ou a vida da onça.<br>Então em uma situação dessa eu teria o maior prazer de salvar a minha propria vida tirando a vida dessa onça com um tiro na cabeça.
1,2,0,"Quanta ignorância,<br>Quantas  especulações,<br>Se fazem de tudo e dizem de tudo em busca de audiência e seguidores ...<br>Até q ponto vai um ser humano,não pensa na família do sr. Jorge e nem no proprietário do pesqueiro...<br>Muito conteúdo correto,mais muito conteúdo só pra se manter em alta e tirar proveito com a desgraça alheia"
2,1,1,"Pantanal não é lugar para humanos morarem, é lugar dos animais do lugar. As pessoas querem tomar todos os lugares do mundo, onde os animais vão morar?<br>A onça veio na civilização?<br>Não veio!<br>O homem foi pra casa dela.<br>Por favor, vamos ter discernimento!😮😮😮"
0,1,1,meu irmao ja foi atacado porem saiu vivo..tava passando numa mata fechada tava a cavalo.Deus Deu livramento
1,1,1,Tamparam a cara dela porque? É menor de idade?
0,1,1,"Elas atacam o ser humano, sim, com fome, tem vídeos de, onça parda, atacando gente 🐆🐆🐆🐆🐆👍"
1,1,1,EU ASSISTI ATÉ O FINAL! SOU PERSISTENTE! E EU VOU VENCER! {O VENCEDOR VENCE DOR!}
1,1,1,"Passando fome?  Duvido! Com o tanto de javalis, porcos do mato, catetos, java porcos, jacarés, capivaras, antas, peixes, etc, etc. Tem bicho a rodo para a onça caçar!"
1,1,1,O amigo ainda profetiza a  morte de Jorge
1,1,1,O sotaque do narrador do vídeo é horrível.
1,2,1,Vão avaliar para trazer o Jorge de volta ? Palhaçada!
1,1,1,🎉❤🎉FICAR DE FRENTE COM ANIMAL CHAMAR SOCORRO SE DER TEMPO.
1,1,1,"<a href=""https://www.youtube.com/shorts/y5yBSEKHrTs"">https://youtube.com/shorts/y5yBSEKHrTs?si=H-pOkOxBaqZ7aOrZ</a>"
0,1,1,"Assisti um vídeo, pelo que entendi, de uma pessoa (índio) que comentou justamente o contrário!! Ele é brasileiro, vive no meio a mata!! Afirmou com toda certeza que sim a onça preda o homem."
0,1,1,"A onça mata, uma pessoa é não pode matar a onça."
2,1,1,Coitado onça maldita 😔😔😔😔😔😔😢😢😢😢
2,2,1,"Bicho lindo, maravilhoso eles matam pra matar a fome ao contrário do se humano que mata por prazer, meus pêsames aos familiares"
0,1,1,"Crime é matar ser humano também, mais criminosos matam e a justiça do Brasil os põe nas ruas em liberdade, no meu entender os senhores do tão falado IBAMA dão proteção as feras do Pantanal e esqueceram de dar proteção para o coitado do senhor Jorge quê foi estraçalhado pela pobre oncinha. A vão se cata seus hipócritas a vida humana vale muito mais."
1,1,0,"Essa animação tá errada.ela atacou mordendo na nuca e arrancando parte de trás do crânio fazendo vazar a massa encefálica,logo,ele teve morte cerebral instantânea.ela já arrastou o corpo morto .tá tudo errado aí"
1,1,0,Cabra de narração fantaziosa
1,1,0,Muito fraquinha èssa simulaçaõ
1,2,1,Meus sinceros sentimentos à toda familia. Que o Senhor nosso Deus o receba no paraiso.
1,1,1,"O problema q ninguém quer por a culpa no animal sempre sera o hormem o culpado , si diz q a onça é a maos temida mas ao memso tempo ela nao ataaca , a me poupe , as câmeras revelaram o que houve , nao emtendo o que esse homem esta querendo cm essa narração."
0,1,1,Eu tenho apenas 13 anos e tomei um turado de onça na cara
1,2,1,Coitado
2,0,1,Deus me livre dó homem é triste lamento mais tá claro o humano têm culpa . É triste animal não tem comida o homem distroi a natureza
1,1,1,"Palavras tem poder sim!!!<br>Um dia meu filho fazia muita birra e raiva pra mim porque não queria ir na creche, daí eu gritei assim  vai logo bosta!!! Consegui levar ele  e quando coloquei o pé em casa a tia da creche ligou me avisando para buscar pois estava com diarreia e ela não conseguia fazer parar kkk. Quando eu chegou lá ele tinha bosta nas mãos, na boca  nas roupas e cabelo. A palavra dita com intensidade tem muito poder e se você tem dom de profetizar daí que é perigoso o negócio acontecer no mesmo dia."
1,1,0,Muito mal feito não foi assim nada a ver
1,1,1,Depois que ela matou o homem que foi capturada? porque não fizeram isso quando ela foi avistada antes da tragédia
0,1,1,"Se não capturaram, as outras onças, elas vão ensinar milhares onças a atacar outros seres humanos."
1,1,1,Bingo! 😅
1,1,0,😡Da nojo ouvi este cara
1,1,1,"Henrique, acho que esse assunto já se esgotou. Tá ficando um pouco repetitivo."
1,1,1,Nada haver
0,1,1,Precisamos Levar esta Onça lá no $TF ......
1,1,1,Sei não. Tem caroço nesse angù
1,1,1,Fumou droguinha????
1,1,1,Ele devia ter aconselhado o caseiro mas ele ficou bricando com coisa séria
1,0,1,"O ser humano  não  pode subestimar  o animal  , ainda mais que já sabe que essa  é  uma região  que oferece  perigo constante  de onça  e outros animais ferozes."
1,1,1,Eu quero averdade
0,1,1,"É o bicho mais brabo da nossa fauna, eu gosto de pescar aí no Mato Grosso, muito perigoso esse animal, tem que ficar esperto."
0,1,1,"Se ele tivesse matado a onça ele tinha Cido preso  como o causo da moça do Rio de Janeiro , mas foi o contrário a onça o matou ainda vai recebe um as excelente atemdimento"
1,1,1,Quero ver  averdade Jorge  e a onça
2,1,1,"Sim, capturando a onça vai trazer o rpz de volta!?...deixa a onça em paz moço , não tem mais jeito ,quer botar em uma cadeia e acusar como homicídio!???"
1,1,1,Ele deve ser solto mais 30k para viver
1,1,1,"Parabens pelo trabalho Biólogo Enrique. Na minha opiniao eles possuem as imagens do ataque! Por essas imagens é possível comparar pelo porte e manchas do animal, essas filmagens poderia auxiliar na analise das manchas e pelagens do animal bem como o porte fisico, tamanho das pegadas Etc, esses animais pussuem quase que como uma impressao digital em sua pelagem e manchas caracteriscas que podem diferenciar um animal de outro... Eles possuem informações suficientes importantes para comparar se foi de fato o animal capturado ou mesmo os animais que forem capiturados relacionados a este caso...esses detalhes e tecnicas sempre sao usados para quantificar animais em determinadas Regiões"
0,1,1,No pantanal tem miitas caças pra ela comer porque onça é bixo traiçoeiro mesmo era pra eli tá era bem armado
0,1,1,Tem gente que defende esses felinos
1,1,1,@filhododrope1045  muito menos a tua
1,1,1,Como se fosse tão fácil assim!😮
1,1,1,eu quero saber melhor desa tragédia isso tá mal contada
1,1,1,"Para ver que até os agentes andam armado,quase em todos lugares tem onça de deferente tipos, aqui no interior tem a parda e a preta, algumas pessoas já viram mas ficaram paralisada sem nenhuma reação"
1,1,1,"Força tarefa na  busca pela onça , e???? irá para julgamento??? Como no comentário do @wandão.067 já estava duvidando que a onça capturada seria a mesma. Como provar isso."
1,0,1,"Eis a questão. O amor à integridade física, o amor à vida."
1,1,1,TÊM QUE MOSTRAR PARA O BIÓLOGO HENRIQUE 😮
0,1,1,"Cachorro de raca, esses bichos perigosos deveriam ser mantido presos."
0,1,1,Até chamar o eles a onça já devorou o cara tem é que meter bala
1,1,1,Não no tenho 😫😫😫😫😫 que mundo é esse tão cruel que a gente vive vai na paz irmão fica com Deus
1,1,1,Vamos aguardar as próximas investigações.  Se é que vão continuar.
1,1,1,Q inpotava pra eles era o trabalho dele e não a segurança dele
1,1,1,"Um lugar desse o cabra tem que andar armado,esse bixo pega até jacaré dentro da agua pra encarar um bixo desse só no tiro,fico triste pelo jorge😢,podem até me criticar mais se eu morar em uma região como essa junto com minha família meus filhos e se uma ameaçar atacar a mim e minha família é fogo,agora tem uma coisa tbm não ia atirar no bixo se ele não mostrar sinais de ameaça"
1,1,1,Parda e mais branda ja vi ela de pertinhocerca de 100metros
1,1,1,"A seva é alimento deixado pra atrair algum animal, no caso, uma onça sevada é uma onça que é tratada por alguém"
1,1,0,Enfadonha a animação kkkkk
1,1,1,"Onças nao atacam humanos, me diz outro caso nos últimos 3 anos."
1,1,1,"Vc quer que  a onça  responda o crime,presa,me poupe né?"
1,1,0,Esse vídeo distorce os fatos...cadê os vídeos do ataque que com certeza foi em cima da passarela  eles mostra imagem da câmera 23.59...mas fala que foi de manhã...tá igual as câmeras do 8 de janeiro.que não mostra a verdade....mas o dona da fazenda tem  que ser responsabilizado
1,1,1,O pai(lula) dos pobres precisa de um gatinho desse de estimação.
1,1,1,Quem garante q é a mesma falaram q havia filmado umas 3 la😮
1,2,1,"O PATRÃO do senhor Jorge está errado,  pois ele invadiu o território das onças, o abtart delas, e construiu casa lá,  e certeza que o patrão nem ao menos o orientou, sobre o perigo que ele estava exposto, e sem nenhuma segurança....por tanto a família de Jorge procura a justiça, um advogado,  e se informe sobre indenização,  sim ja que Jorge era o provedor da família,  então eu acho que a família tem que ser indenizada 🤔"
1,1,1,"Mentira, muita presa no rio, ou na mata. O homem tem que proteger primeiro a sua espécie, e sua família"
0,1,1,Pará mi teria quê ser eliminada Moro na roça verdade sejam dita odeio onças
1,1,1,Minha Mae Vive falando dessa Historia mds agora sei 🤧
1,1,0,"Não foi desse jeito aí não, tem um áudio do cunhado dele (se n me engano) q diz q ele subiu na plataforma pra olhar os barcos, motores etc e quando ele foi voltar pra casa a onça saiu de trás das palmeiras e quando ele percebeu a presença do bixo ele tentou correr pra casa mas a onça deu a volta por terra e subiu na plataforma e isso fez o Jorge correr de volta e no que ele correu a onça deu otra volta por terra e dessa vez ela pulou na plataforma e pegou o seu Jorge e tem até a gravação desse momento mas provavelmente n vão divulgar"
2,1,1,"Na minha opinião, faz qualquer perigo ao ser humano tem que ser abatido..."
1,1,1,Pior q N pode nem ser presa pq e só uma onça q N raciocina
2,0,1,É o território dela. Nao sei porque o ser humano se surpreende se estao dentro habitat  do animal. O triste é que o Sr Jorge nao sentiu medo mesmo vendo o bicho rondando sua casa. O medo é um mecanismo de defesa!
2,1,1,Porque prendeu a onça? Ela não está em seu habita-te ?
1,1,1,&quot;ela só se defende&quot; 🤨
1,1,1,Isso é hipocrisia.
1,1,1,Entra na favela por engano pra voce ver o que eles fazem
1,1,0,Nada aver
1,1,1,O povo dá mais valor a um animal de que o ser humano a vida não é feita de caça do jeito que ele ela caçou ele ele poderia ter caçado ela
1,1,1,"Será que é verdade que era ponto turístico, Já que não criavam cães?"
1,1,1,Vc dava trabalho para seu anjo  né rsrsrsr😅
1,0,1,Fico imaginando o desespero desse homem ao ser atacado por um animal desse porte e por sentir q não tinha a mínima chance de escapar. Que Deus o tenha descansando em paz e conforte o coração de seus familiares.
0,1,1,"Onça não ataca humanos, o problema é que não avisaram a onça!"
1,1,1,"A natureza sempre avisa, a quelas pegadas não e normal"
2,1,1,"O cara falando que o ser humano perde em tudo contra os animais, porra o ser humano tá acabando com o mundo, nós temos o melhor de todos as coisas que os animais tem , uns tem pressas, uns veneno, nós temos inteligência e dominamos tudo , somos os predadores alfa , cada um usando a arma que Deus ou a natureza deu fala que os humanos só estão acima na cadeia alimentar pois usam armas e mesmo que dizer que o leão não pode usar as armas que a natureza deu , animais nós pedram, mais nós matamos todos , aí vem um cara e fala que uma onça vê um ser humano como presa , se não existisse leis no Brasil o idiotas dos humanos já teriam acabado com eles por diversão"
1,0,1,O certo seria se mudar.
1,1,1,"A polícia militar  <br>Precisa comprar terra e colocar os animais  <br><br>Não colocar a  vida das pessoas em risco <br><br><br> Quer   preservar os  animais  <br>Aluga terras , compras terra  <br><br><br> Cerca com grades"
0,1,1,"Para q noé foi salvar esses bichinhos ai?, aqui na nossa região também tem algumas rondando por aqui matando animais, vieram junto com as plantações d calipto,e esse papo d q é ambiente delas ,na minha opinião isso não existe,pois Deus fez o mundo,e também nos criou ,a diferença é q nós somos as espécies q c aplimoraram, fizemos nossas melhorias para viver melhor e querendo ou não"
1,1,1,Será que a briga flagrada por ele dias antes era briga p ver quem seria o predador ? Ou a onça do ataque não é a dos vídeos anteriores ?
1,1,2,"Otávio, 6 anos. Gostei do vídeo."
0,1,1,Passaram a onca???!!
1,1,1,"Nunca dê as costa pra uma onça q ela nunca  irá atacar frente a frente. virou de costa Vai ser atacado, e se correr da onça  é pior ainda."
0,2,1,"Eu querendo o tempo todo saber como foi o ataque pra ter pelo menos noção do que o homem passou,e só vejo falar da onça 🤦🏻🙆🏻🙆🏻"
0,0,1,"Faltou  boa arma  de fogo  na cintura e bom facão na cintura .  Ele era muito imaturo apesar da idade ,um lugar de ninho de Onça . Onça boa para mim é morta pq se não morremos todos por ela ."
1,1,1,😂🖕🤙👏
1,2,2,Muito bom o vídeo 📹 parabéns ☺️ é uma pena o que aconteceu com o senhor que foi comido pela onça 😮😢😢
0,1,1,Nesse caso ela estaria rondando a casa onde o jorge estava...
1,1,1,E o mais engraçado é que preferem defender a onça
0,1,1,Nossa eu achei chocante eu moro no interior saber perto de um rio ponto turístico deu medo agora.
1,2,1,Ela hipnotiza até a gente que vive no urbano. Sr jorge virou lenda merece ser homenageado!
1,1,1,Cara isso é bem bizarro
1,1,1,Pra que serve onça mesmo?
1,1,1,O respeito entre os dois foi lindo de ser um respeitando o tempo do outro falar sem querer passar por cima do outro ou querer ser melhor do que o outro. Isso é ser profissional e humano. Parabéns 👏🏻👏🏻👏🏻 Sou fã dos dois.
1,1,1,"<a href=""https://www.youtube.com/watch?v=z3DZWM2Sy0c&amp;t=27"">0:27</a> rapaz essa eu não sabia. se mudar a cor do sangue o YouTube acha que é tinta e não derruba o video. Top demais 😎👌"
1,1,1,Meu pai já foi atacado por um Pitbull <br>E eu já fui atacado por uma cobra muito grande
